Date,Region,target_c_beans,target_c_cabbage,target_c_carrots,target_c_eggs,target_c_meat_beef_chops,target_c_meat_chicken_whole,target_c_meat_pork,target_c_onions,target_c_potatoes,target_c_rice,target_c_tomatoes,target_h_beans,target_h_cabbage,target_h_carrots,target_h_eggs,target_h_meat_beef_chops,target_h_meat_chicken_whole,target_h_meat_pork,target_h_onions,target_h_potatoes,target_h_rice,target_h_tomatoes,target_l_beans,target_l_cabbage,target_l_carrots,target_l_eggs,target_l_meat_beef_chops,target_l_meat_chicken_whole,target_l_meat_pork,target_l_onions,target_l_potatoes,target_l_rice,target_l_tomatoes,target_o_beans,target_o_cabbage,target_o_carrots,target_o_eggs,target_o_meat_beef_chops,target_o_meat_chicken_whole,target_o_meat_pork,target_o_onions,target_o_potatoes,target_o_rice,target_o_tomatoes,pred_target_c_beans,pred_target_c_cabbage,pred_target_c_carrots,pred_target_c_eggs,pred_target_c_meat_beef_chops,pred_target_c_meat_chicken_whole,pred_target_c_meat_pork,pred_target_c_onions,pred_target_c_potatoes,pred_target_c_rice,pred_target_c_tomatoes,pred_target_h_beans,pred_target_h_cabbage,pred_target_h_carrots,pred_target_h_eggs,pred_target_h_meat_beef_chops,pred_target_h_meat_chicken_whole,pred_target_h_meat_pork,pred_target_h_onions,pred_target_h_potatoes,pred_target_h_rice,pred_target_h_tomatoes,pred_target_l_beans,pred_target_l_cabbage,pred_target_l_carrots,pred_target_l_eggs,pred_target_l_meat_beef_chops,pred_target_l_meat_chicken_whole,pred_target_l_meat_pork,pred_target_l_onions,pred_target_l_potatoes,pred_target_l_rice,pred_target_l_tomatoes,pred_target_o_beans,pred_target_o_cabbage,pred_target_o_carrots,pred_target_o_eggs,pred_target_o_meat_beef_chops,pred_target_o_meat_chicken_whole,pred_target_o_meat_pork,pred_target_o_onions,pred_target_o_potatoes,pred_target_o_rice,pred_target_o_tomatoes
2020-01-01,Autonomous region in Muslim Mindanao,77.69285714285715,80.35714285714286,62.05714285714286,5.271428571428571,188.8057142857143,150.17285714285714,195.75285714285715,124.80428571428571,114.58,37.137142857142855,36.205714285714286,77.99714285714286,87.17142857142858,71.43142857142857,5.341428571428572,191.56285714285715,153.25714285714284,195.75285714285715,150.05714285714288,133.93571428571428,38.19714285714286,46.35,75.66571428571429,75.34,61.55571428571428,5.171428571428572,187.00428571428571,149.22142857142856,179.97142857142856,123.84285714285714,114.40428571428572,36.598571428571425,36.205714285714286,76.68714285714285,81.25857142857141,66.81,5.255714285714285,189.25142857142856,151.3657142857143,183.2057142857143,138.85142857142858,127.22142857142856,37.4,42.521428571428565,76.14627216878392,81.47817455109136,67.08897347014378,5.262196876463139,188.77392005073608,150.76129867343846,182.17708005235735,128.88965482142842,127.86343642857162,37.33811782845275,43.19182779334602,77.59279796640328,91.35766723214276,74.53668848822508,5.375200919174143,192.1091473404491,153.4331658545917,186.44163309517708,148.59257898809554,130.41439196428573,38.205005510005854,46.98153220595999,74.86244379147747,72.74384164682529,63.177186137659966,5.14129052162184,185.75130209360205,148.96517782390885,179.04220203364176,115.86305617063492,114.00118080357119,36.441680342245085,38.29228182989361,76.08348222222216,81.99833345198937,68.98138809272032,5.250194686147207,189.10128482886896,151.4707972619045,183.25565365880226,136.976401547619,122.3763275595238,37.39409053235519,42.40469369560312
2020-01-01,Cordillera Administrative region,95.7825,49.93875,53.41625,5.421250000000001,245.41625,168.7525,221.81625,113.9625,76.46875,36.427499999999995,35.0475,95.78999999999999,59.4325,63.09,5.55625,252.445,171.435,222.4375,135.2725,93.33125,37.3025,45.18625,93.70375,46.92375,51.685,5.345,245.37,167.18,206.06,113.30499999999999,76.46875,35.8825,33.89,94.5525,53.24625,57.46,5.4525,250.35500000000002,169.46,209.19875,125.79124999999999,87.23125,36.59375,39.83875,94.17360209978065,53.510913468914694,57.253330466881486,5.461261837058164,253.36915450396845,168.141527083334,210.01074710061363,119.42195853050575,87.90772693777507,36.38565255455113,36.780149924908365,96.27450937500002,60.301624484773996,64.10036527678294,5.588587633699124,253.42054935515833,171.19171145833377,213.71465933963557,131.69106192460288,94.4672340972223,37.45290833466016,44.40642588043168,92.86826211309524,47.29608456879582,49.87232849355649,5.330032506448904,246.64587465277833,166.12100416666726,206.9658809529063,110.183897191043,82.50773292658741,35.6787919694384,32.5123213524954,94.50809374999989,53.873060718952814,57.46825093170227,5.474235959821425,250.70806026785752,168.82085208333297,210.12096148809525,122.99069397817459,87.63916714285706,36.52521759575774,39.36605497557277
2020-01-01,Market Average,89.42,49.68,54.6,5.14,234.47,165.11,210.44,112.74,78.99,36.34,35.07,89.42,59.78,65.9,5.34,237.84,167.98,212.17,131.48,94.35,37.71,46.33,87.27,47.61,54.17,5.09,234.1,164.67,208.37,112.74,78.99,35.74,33.03,88.06,53.7,60.04,5.22,235.97,166.33,210.27,123.32,88.88,36.73,39.68,87.19797671824178,55.09592541996105,59.112179084606666,5.261354864217328,234.71252914186505,166.03837291666682,208.92748798379614,120.52702545014854,89.66758806128696,36.50323345508004,35.88094378510645,88.95229464632935,60.51380057112903,67.29103838907722,5.403560110958217,237.83511411210372,169.39215208333349,213.44047586621167,131.28866266865052,94.98884425595232,37.69425061912109,44.36215208325689,86.76642641105684,48.10035887063256,54.67529738888892,5.056488760116046,233.44794930555545,164.24247187499986,207.0763197940888,109.45095665674589,84.21433035714294,35.67727378618951,32.2687047621794,88.10446791666665,54.227057640372884,60.08375740079359,5.207156705013749,236.12828467261923,166.04652291666673,210.2858001445931,121.96855301587303,90.03948536706355,36.72940307153483,39.16338300013186
2020-01-01,National Capital region,85.3,79.55,67.43,4.9,277.11,147.84,219.54,105.98,98.69,36.85,45.42,86.5,96.52,79.65,5.05,279.17,152.08,219.54,124.48,111.68,38.25,57.88,85.28,77.63,66.03,4.79,268.15,147.84,203.7,105.98,97.6,35.47,45.42,85.89,87.08,72.84,4.92,273.66,150.06,207.99,115.37,104.64,36.86,52.46,85.49512734798101,85.70699068098085,68.08650317057574,5.12223818772855,275.5628722222225,149.04624123910347,207.95749651948736,101.24874753968238,116.89187074404747,36.94767822069663,49.98300431375891,86.5933715103009,93.55222775793659,80.03392638180289,5.210937812791785,279.7701011904752,151.74801354125327,211.94859194360993,121.4212421205357,115.09664764880948,38.06093911133961,57.90893186563695,85.00468660279239,72.1677888938492,62.425786926937484,4.8393930458711125,274.46870659722293,147.4883185667328,203.08776088293635,93.87689829081638,99.55044764880942,35.490115615966424,43.75609880087222,85.86571981677974,81.67437142073938,73.80742698214284,4.969056248582783,276.33242222222214,149.73012931547606,208.04121020833324,113.6131141269842,106.56765824404766,36.89793809432866,51.44394764412436
2020-01-01,Region I,85.625,53.949999999999996,53.03,5.058333333333333,239.32166666666663,162.83666666666667,220.29166666666666,103.58666666666666,77.355,36.196666666666665,34.34666666666667,86.08166666666666,63.333333333333336,67.08,5.315,241.80666666666664,164.76166666666666,220.29166666666666,122.85166666666667,95.73333333333333,36.964999999999996,45.403333333333336,84.53500000000001,51.62833333333333,52.830000000000005,5.04,235.35999999999999,160.875,201.51666666666665,103.30666666666667,77.355,35.92666666666667,32.70666666666667,85.24166666666667,57.593333333333334,60.458333333333336,5.21,238.31333333333336,162.81666666666666,204.6,114.935,89.625,36.445,39.27166666666667,85.17038194585211,57.54959531333632,59.185791219655165,5.239831492246607,239.06264766865078,162.70438125000027,204.66852826933874,98.55072381733673,89.1589915338635,36.23092161248929,36.26880739438048,85.94004860136629,65.26902322026882,67.6700326283707,5.377053071377286,243.66950446428632,165.1100787500003,209.68053708829376,121.20540585204728,94.85250779761897,37.18210314559924,44.2347684830618,84.19833837605047,51.27208498117986,53.65563805569731,5.063739964061856,234.41839717261868,160.30674800595244,201.22174583537864,95.4110100719248,84.26317584325412,35.5851503729418,33.290458845890605,85.20752111038306,58.344238670048725,60.14466929563484,5.209830358287551,238.70763060515898,162.71860520833334,205.25443095238072,113.70217891847044,89.56014866071445,36.46089139500663,39.38465758183597
2020-01-01,Region II,87.764,50.022000000000006,50.852,5.146,222.378,153.906,227.094,105.946,79.756,34.622,31.212,87.784,59.46,62.104,5.348,226.9,158.06,227.094,122.72200000000001,97.02799999999999,35.702,42.327999999999996,84.066,44.196000000000005,49.344,5.048,220.57800000000003,153.42000000000002,203.386,104.14000000000001,79.756,34.18,29.984,85.542,51.83,55.722,5.212,224.31799999999998,155.914,207.49,114.74000000000001,90.578,34.944,36.494,85.20163411204426,54.07288236848231,56.0032669672536,5.301358525892924,222.87381429780353,154.93962344453232,207.98171737803858,97.42183291556829,89.89959088654211,35.36359142838372,33.82875654896963,86.79442628257571,60.56873574313632,62.62778450400064,5.427246720822772,227.45604725198436,158.25723788690462,210.72807101686521,120.85438850168352,101.55416738095228,36.079575012002444,40.58919330736529,84.21565031957545,46.70669049037282,48.41535906505907,5.11463639152712,221.129456897487,153.16613553373017,204.46294229166696,95.41592500992074,84.20503204365086,33.79711945871314,30.514818558221908,85.62195895224322,53.44203819592973,55.849805114718976,5.239798327583883,224.39032381944418,155.56654071428588,207.99496285714235,112.95611774553585,91.36638657738104,34.90261429602225,35.89203278392307
2020-01-01,Region III,85.84777777777778,58.3111111111111,57.85666666666667,4.915555555555556,267.2033333333333,142.63,210.8211111111111,98.16111111111111,85.59333333333333,35.98222222222222,40.638888888888886,86.07666666666665,69.77777777777777,68.71777777777778,5.046666666666667,272.3622222222222,145.02777777777777,210.8211111111111,114.01777777777778,101.77777777777777,37.03888888888889,52.26111111111111,84.68444444444444,56.26666666666667,56.02,4.82,262.73333333333335,141.8011111111111,186.55444444444444,96.40777777777777,85.59333333333333,35.68222222222222,37.894444444444446,85.23666666666666,63.022222222222226,62.367777777777775,4.935555555555556,267.65222222222224,143.4177777777778,189.58555555555554,105.39777777777778,95.91777777777777,36.37111111111111,45.07666666666667,85.3842585720431,63.930588447590615,59.27335528592776,5.104736641161589,267.6717298115083,143.04052932868532,189.8668680877351,94.54106041234542,98.37760213383758,36.15069351182181,43.20391053854216,85.85440516371553,69.40949379015109,71.49721521953428,5.196525896878309,272.462043799602,145.59258107040557,193.8600427601072,112.53775844698366,102.93719657738087,37.19299497452556,50.579112259957654,84.55009043179905,56.09249904902556,56.95716960243186,4.827094691043065,263.6099573908727,141.00912146938245,186.89757944550837,90.50624114906812,89.30967891865097,35.31767152876297,36.704311186917465,85.20530256343751,62.542601897413306,64.0051369444445,4.978192960858603,267.87534647817375,143.49700474031272,190.12662077810876,104.91324494841275,97.24604471230148,36.41515735807556,44.553250885625545
2020-01-01,Region IV-A,85.28999999999999,82.16,67.71714285714286,4.845714285714286,275.0342857142857,148.45285714285714,220.69142857142856,106.71000000000001,103.88428571428572,35.89857142857143,44.05428571428571,86.31428571428572,93.12857142857142,80.34142857142857,4.987142857142857,276.81,151.33142857142857,220.69142857142856,125.50714285714285,117.49857142857142,37.12428571428571,57.76,85.13285714285715,75.88,65.5657142857143,4.758571428571429,270.07142857142856,147.79857142857142,206.8742857142857,106.41285714285713,102.01571428571428,35.34571428571429,43.12,85.77,84.50571428571428,72.95285714285714,4.8742857142857146,273.3828571428571,149.84,209.43571428571428,116.17142857142858,109.82142857142857,36.23571428571429,50.78857142857142,85.59596108418444,86.8849167890394,70.95741045812076,5.102523290891348,273.27297361111147,149.06130352207407,209.1639866043801,103.52662258928564,122.96837279761901,36.38267054749561,49.13377398493918,86.70171827103259,94.31160459821434,82.93086310019845,5.174138645833335,278.52523968253877,151.57827832250538,213.1059652628741,121.35889856038057,125.98920282738113,37.151777405124015,57.02569649423262,84.98433677064487,73.98536602678574,66.13653697000929,4.752588177308804,266.4656687003974,147.5964842178572,207.04827288363032,95.35565340277788,110.25204821428542,35.1533766550677,43.54723139620049,85.85985506391522,84.66102767857154,75.62809053889326,4.864501091269832,272.7658630952387,149.7365081101189,209.79889480902762,114.09118812779589,117.81723497023819,36.10668350430774,51.05716601772304
2020-01-01,Region IV-B,84.61714285714287,96.89,80.93857142857142,4.918571428571428,260.8285714285715,149.61999999999998,215.47285714285712,112.89857142857143,116.28714285714285,34.98,47.96857142857143,85.52285714285713,106.74571428571429,94.92857142857143,5.025714285714286,262.3457142857143,151.07571428571427,215.98000000000002,133.60142857142858,129.53,36.098571428571425,62.379999999999995,83.75571428571428,87.21428571428571,79.24285714285715,4.835714285714286,254.38000000000002,147.57857142857142,206.26857142857145,112.53571428571429,114.64714285714285,34.75857142857143,47.96857142857143,84.68571428571428,96.98,87.09285714285714,4.932857142857143,257.99857142857144,149.32714285714286,208.86714285714285,123.86285714285714,122.08714285714287,35.43,56.839999999999996,84.56595828177927,94.20559347222208,84.04325210813502,5.125864366747826,259.42394408895564,148.55650171650012,208.25409721099697,124.0022890414186,127.70202943452358,35.28789358143308,52.69339306150457,85.67620377845448,109.99007186507974,96.0309687476239,5.2090416964285735,262.66501721230105,151.16893046343546,212.88782775173976,132.39948555555503,130.59106160714293,36.20734573251504,61.21316867613639,83.67054228178986,87.80521175595246,78.70371793650817,4.818750406746017,255.0638726686509,147.21553965617056,202.4769378075399,110.33369306547606,113.31231026785686,34.34079381460219,49.56118429166667,84.8641301785714,101.62217470238106,86.89892824404775,4.971378768424053,258.48846448412723,149.36023160714282,208.06914628968255,123.28314480158723,121.82572752976205,35.42265227584095,55.05084008846188
2020-01-01,Region IX,78.5925,77.5875,59.375,5.2175,188.1925,149.0725,202.9475,123.3875,110.745,37.72,39.839999999999996,78.5925,85.2975,69.095,5.335,190.7375,153.09,202.9475,151.93,133.6725,38.335,51.35,74.17,71.3625,59.0,5.1475,186.34,149.0225,186.115,123.3875,110.745,37.2325,39.839999999999996,75.9225,78.33,64.4375,5.2525,188.485,151.41250000000002,188.8775,139.1925,127.1325,37.7825,47.2725,75.947901478207,82.01885730796502,61.01217415588404,5.263743293874308,188.4875115897181,150.65156068100305,188.26304669013237,128.8859140178571,127.34400342261917,37.56973937018531,46.032204771419046,77.01000208874453,90.55465516865081,71.54506574778564,5.370765794831731,191.82380215402338,153.15108940495844,190.94060250195872,148.6923966964289,129.5923315476191,38.587996052589794,51.16821453417332,74.08512069394834,70.93123600694433,58.93072165535901,5.144927427880467,185.72195744756573,148.9459959309516,185.82712475930862,115.1939055059524,113.37349866071406,37.053472396406114,41.80875759751474,75.80424785714295,80.85818369791664,64.82318008658002,5.251278567949924,188.94316943452372,151.2903218005949,188.8628296749809,137.00868172619042,121.50554062499998,37.81061358301769,45.977394518993734
